A_k,Distance,H_absolute,J_absolute,K_absolute,K_apparent,Teff,[Fe/H],logg
-9999.99,19.480580001810097,-4.585309390482653,-3.990627858195607,-4.69300941564824,11.755,4559.62243484,-1.9592429538,0.896092852048
-9999.99,9.846235478614071,-2.9909577908574363,-2.293678873658751,-3.1473510898669037,11.819,4118.68308683,0.229585282445,1.64045523185
0.314874,7.68757728786562,-3.8433386348768317,-3.0703531457647397,-4.013821475153027,10.73,3957.07664285,0.00525425217375,1.29073736461
-9999.99,6.940780601795979,-2.386447989853912,-1.789840362110014,-2.476041582813349,11.731,4603.20346842,-0.495326906265,1.9487892236
-9999.99,6.743095346075948,-2.1324070647961486,-1.5037643968805803,-2.237296502804008,11.907,4298.00871659,-0.488134780777,1.8103143102
-9999.99,8.46031994033246,-2.723601707186378,-2.0554993643578214,-2.8269339343993822,11.81,4386.25025691,-0.430557286644,1.80806453082
-9999.99,4.547768429569985,-1.5672760268130683,-0.9861248257355871,-1.6569917124439555,11.632,4373.53798899,-0.708403138712,1.99762761785
-9999.99,9.237353817209936,-3.150323173227856,-2.4331946468296226,-3.298737893343822,11.529,4117.38907865,0.0759098446835,1.60969363978
0.121176,6.787844858884206,-2.3814351121522277,-1.7343159197373226,-2.495835538219001,11.784,4375.31637152,-0.00500102099898,1.95565905301
0.0119337,2.6264064068058603,-1.366742853302954,-0.9215831339727827,-1.4407433456613956,10.668,5136.0641034,-1.47896078796,2.38632194596
-9999.99,5.512409046232741,-1.769955041810362,-1.1849186709395618,-1.8577071837671348,11.849,4480.66617677,-0.744915353159,1.98575093252
-9999.99,5.154187125221637,-1.7397974607136468,-1.149142383755108,-1.8318009088469744,11.729,4352.14421197,-0.730859726316,1.89385965342
0.235925,4.621022433631032,-1.8025746386680288,-1.2666889655583227,-1.8826153844443345,11.677,4815.16102384,-0.62985740142,2.20378735088
-9999.99,9.930306807936452,-3.2297122904741946,-2.5206227946159614,-3.354813333582346,11.63,4219.89080513,-0.240082127879,1.57749105867
-9999.99,5.926385150459698,-2.1558602614429256,-1.523845673399558,-2.261949362351876,11.602,4287.03903917,-0.460779276268,1.81253562424
0.1836,9.011856402006497,-3.6790213854138436,-2.9312794646783202,-3.8296713145526566,11.128,4063.90731183,-0.107484603502,1.36661278339
-9999.99,4.4092513719900115,-1.354158377603191,-0.7847934413753085,-1.4438242935829892,11.778,4662.07808961,-0.0694420626124,2.41013334629
-0.345167,2.9780445006795238,-1.3409744265481904,-0.8966019668414825,-1.4146559154608436,10.955,5139.51383706,-1.44599550443,2.3969609885
-9999.99,7.903717984204182,-2.6894670639114366,-2.005741071374981,-2.8301571780844714,11.659,4199.71563842,0.218931960109,1.81492248159
-0.0312122,0.8936953048192534,-1.3552305190273741,-0.9326381290123373,-1.4259473815027448,8.33,5259.08809424,-1.35417808609,2.38292961048
-9999.99,8.884748599614271,-2.9439597525022103,-2.2371028308158687,-3.076225718193971,11.667,4196.22324391,-0.064487282389,1.70923112719
-9999.99,nan,nan,nan,nan,11.601,4094.18398132,0.397932222366,1.7936389684
0.136782,2.0804802448294977,-1.2696137259391143,-0.8306088280491998,-1.3425999815574208,10.385,5165.28645696,-1.43215459476,2.42753316257
-9999.99,9.378177517031109,-2.8118505963232003,-2.0989204467274316,-2.9655922456276085,11.895,4097.45973794,0.251797178294,1.76420207965
-9999.99,5.850475890006353,-1.9201908076575795,-1.286725685977492,-2.0239559697252436,11.812,4411.8312169,-0.206269491247,2.11303572946
-9999.99,7.8702134586763695,-2.5918595073797457,-1.922505758850466,-2.702932558026631,11.777,4349.18787412,-0.222072705993,1.86447563847
-9999.99,7.144455131423279,-2.353934430031936,-1.8102572032806863,-2.4348455656073913,11.835,4643.73240319,-1.4766403354,1.60381802905
0.0165239,8.119903350115623,-2.6700148340842187,-1.988104885592274,-2.7912781996780014,11.773,4281.82312401,-0.0741704776177,1.83244578941
-0.0532443,9.61747758171599,-3.0640287616154143,-2.3550584483635224,-3.1983059132106746,11.717,4186.55898786,-0.068297771397,1.65267953992
-9999.99,nan,nan,nan,nan,11.864,4273.46067988,0.36802620621,2.04174148822
-0.0266212,7.728179033347795,-2.7113077156380823,-1.9972412149412277,-2.863385872610677,11.577,4099.49869499,0.249631521742,1.81144815947
-9999.99,8.856559789896108,-2.961646167248377,-2.2334176707133326,-3.1223252943101922,11.614,4043.28888631,0.22639337403,1.69839640844
0.285497,9.544705309054283,-3.39485033316412,-2.642377226414349,-3.5693096208892365,11.615,3961.31854354,0.204637896386,1.50285983222
-0.00183657,1.677150203141909,-1.1411898215199339,-0.7165473074386112,-1.2138597956617618,9.909,5229.04693158,-1.3906773758,2.47933141785
0.12852,5.775679639110225,-2.119596008280713,-1.4707889698096441,-2.241535480611601,11.695,4336.48493403,0.195957481149,2.07485348463
-9999.99,7.89559037871719,-2.7678892391567977,-2.1007201418159647,-2.908923045776672,11.578,4273.40766858,0.0559132735883,1.63642714067
-0.102816,5.1302322775579166,-1.8634827047172573,-1.295863899340103,-1.9476851438612033,11.603,4435.64123506,-1.08370903571,1.75863615388
-9999.99,10.539314090732178,-3.193437615231002,-2.51950587544885,-3.3140617373507233,11.8,4157.33587009,-0.528335745057,1.35536042218
-9999.99,9.123607032626229,-2.7379880055888304,-2.0262031049020512,-2.8898328564791553,11.911,4069.42661884,0.221303197143,1.7642929257
0.0881279,3.5621620498059774,-1.10316552343254,-0.5286206913646115,-1.1916962624633307,11.655,4583.32197947,-0.331169894008,2.44997714455
-9999.99,11.156403532263568,-3.339987831473126,-2.681406589504074,-3.463621072549586,11.774,4050.84823183,-0.640379642317,1.09028646989
-0.093636,2.4850367101055193,-1.1163036978859273,-0.683798820580249,-1.1886640435731084,10.788,5197.80670551,-1.43571473079,2.49093842158
-9999.99,nan,nan,nan,nan,11.567,4480.7915534,0.420734333076,2.4113830619
-0.0183602,7.219115755745548,-2.3870369794696877,-1.7416504753080497,-2.4974200280710597,11.795,4261.98537878,-0.469756956229,1.70881392596
0.106488,7.822303680361314,-3.1208791772167817,-2.3885445231572073,-3.285161361420543,11.288,4028.49714167,0.226306526772,1.62443059249
-9999.99,7.956719789903763,-2.8775740507262233,-2.2149578137257824,-2.982670319373276,11.521,4355.76605821,-0.55558464508,1.66506988714
0.25704,2.9468721032751497,-0.8978418955661611,-0.3543324397683888,-0.9828464375679403,11.621,4834.58385999,-0.159814088338,2.56469634248
-9999.99,5.586792564683112,-1.70976418595179,-1.1387112475592434,-1.7948127324175032,11.941,4465.91545401,-0.905352727694,1.92652093196
-9999.99,8.794879285007848,-2.8416273264621372,-2.147062958788414,-2.982149414410969,11.739,4182.86867088,0.139849141509,1.74870852557
-9999.99,3.1048716762985533,-0.8627523646300074,-0.3232939595172506,-0.9462182779139139,11.514,4812.00283254,-0.162267777118,2.58300634116
0.0862921,4.866337963827742,-1.5773008294270288,-1.0166186919554459,-1.6593034354777128,11.863,4502.24466394,-0.902337042715,2.0166786041
0.242351,nan,nan,nan,nan,11.719,4494.2557802,0.386266667288,2.37290844375
-9999.99,9.730178880448488,-2.855129668670348,-2.1367334526969928,-3.0066041222449416,11.934,4084.20289483,0.162871884264,1.7332724257
-9999.99,11.007031277885318,-3.0870230852074103,-2.405571618966829,-3.1943510029030375,12.014,4346.56711871,-0.508475237001,1.64677827806
-0.124848,3.7992019705165303,-1.0654157354475984,-0.4975810137282239,-1.160461909138806,11.738,4756.90213175,0.0577728418287,2.48839307099
-9999.99,8.733293556738086,-2.643656021715275,-1.9830986320211537,-2.7738902928505125,11.932,4290.70038645,0.0717242913062,1.79564856522
-9999.99,6.370478684664858,-2.294805393490271,-1.6795302547983866,-2.3888603345949457,11.632,4433.08933846,-0.721596932534,1.77595574707
0.174421,2.862812799248438,-0.7874471819029907,-0.22884055047985763,-0.8793857510903804,11.579,4800.94121739,-0.0114360711968,2.61466476856
-9999.99,2.131625885201262,0.03781538985262081,0.5486882590661228,-0.03655492707831277,11.607,4750.51530845,-0.369994546901,2.953709924
0.0504896,5.238293088994782,-1.9164238034121917,-1.2736832629975743,-2.023438570419477,11.623,4415.65229991,-0.0873750380684,2.1672374692
0.1836,7.9723114531272845,-3.6180656349912703,-2.873105923235995,-3.7575212843948718,10.934,4105.24143563,-0.214897924648,1.40258437927
0.162486,5.015610707620486,-1.6091825548304775,-1.0345547618578805,-1.7041051043313153,11.96,4617.67917156,0.00238883162264,2.30004249043
0.00367191,0.8029342494158022,-1.667130880233842,-1.2024577328479404,-1.7390718263994673,7.788,4713.66247416,-1.75011752894,1.84064803615
-9999.99,3.0005716301224017,-0.4951476785119702,0.014091517933029882,-0.5690199938634831,11.817,4519.25454011,-0.731354927869,2.57637092632
-9999.99,7.539361855161778,-2.6456129542744153,-1.986908934084288,-2.75867293988568,11.628,4255.11974078,-0.463670241849,1.6339941245
-9999.99,7.592074610660854,-2.322542088507395,-1.6773342745274533,-2.4318023372167556,11.97,4301.95817204,-0.388137047845,1.80145430601
-9999.99,3.8499097822881296,-1.2069913461540147,-0.6495401254854691,-1.2932527624600205,11.634,4709.97382486,-0.0728233063934,2.46038885957
-9999.99,9.526828197294465,-3.017775139684951,-2.316539309907812,-3.1437416670453677,11.751,4231.43577939,-0.165581659085,1.67343678136
0.424116,8.238869743786035,-5.762280117056835,-4.919756234216811,-5.993454183664513,9.01,3739.71136988,-0.613171741375,0.315805655292
0.276318,nan,nan,nan,nan,8.743,3634.2155403,-0.811741597045,-0.00211836981226
0.116586,8.942048310354823,-3.064883496028405,-2.3493484195920984,-3.2077710592994313,11.666,4140.2115984,0.0417416702138,1.65288424792
0.118422,6.095740132817597,-2.281513607485976,-1.645945316191201,-2.3915542217028714,11.652,4220.22679033,-0.484018817767,1.67037097491
-9999.99,8.007539041172045,-2.601617431378695,-1.9251047967631034,-2.713495323831499,11.804,4330.51213167,-0.248404946974,1.86327961598
-0.0660963,1.3824342895566624,-0.7710038763945694,-0.36552018380700213,-0.8392224870042339,9.864,5365.73380653,-1.1900715933,2.60778915329
0.139537,3.183410917904038,-0.7000676250261013,-0.1669065588380355,-0.7840005070539404,11.87,4853.51595713,-0.150909617716,2.66482551936
0.552636,7.759096947037847,-5.769567877865382,-4.907414494151726,-6.046691891252102,8.955,3506.1675205,-0.29002062627,0.288341173486
0.186354,4.798633659127875,-2.371901944111938,-1.7271832399470597,-2.4879419798223874,11.104,4180.93733296,-0.417341233056,1.63530898298
-0.0422283,1.4031487152912363,-1.0769142075794471,-0.6402563857374217,-1.1495185148267342,9.586,5178.39067509,-1.41204245712,2.50785302109
0.263466,5.142733988333053,-4.24757172435268,-3.46713194269687,-4.462436303515917,9.357,3870.29966408,0.170405632248,1.02948734402
-0.154224,2.5072423537259767,-1.2389345520451582,-0.7925847278196096,-1.311981577646582,10.684,5136.21129518,-1.46111056543,2.44001052571
-9999.99,nan,nan,nan,nan,11.98,4531.22376571,0.367590837634,2.21762526876
-9999.99,7.611152610980433,-2.323154898654812,-1.6775243209169166,-2.4532521502681295,11.954,4429.59608682,0.227024645684,1.9466489923
0.313956,7.034883235289137,-5.628899018890128,-4.784027452872456,-5.946240467140639,8.604,3520.13852843,0.0272474143371,0.374185778655
0.134028,5.836158650566187,-1.9722454292371459,-1.3575962919763247,-2.0716634463751746,11.893,4367.26238052,-0.523303205967,1.90285703111
0.280908,4.646426420310174,-1.6808413221774297,-1.0980505495543387,-1.766503320788079,11.85,4621.19452212,-0.552164627884,2.20600674459
0.318546,4.213707451337744,-4.805739813334487,-4.190417030680936,-4.913867900926036,8.528,3704.94265643,-0.729111421062,0.324733355053
0.108323,5.031049130999514,-1.6155501511286205,-1.0371037354482229,-1.7016157923709332,11.915,4510.38160805,-0.689807245434,2.0925400719
-9999.99,4.106813676583581,-1.0401035870580098,-0.4721352098716137,-1.127524998238073,11.94,4671.51362763,-0.0674666088329,2.53110774962
0.190026,8.799818657661291,-5.296253205940414,-4.51954086970456,-5.473394612575552,9.439,3915.72888445,-0.913874436402,0.459571982928
0.396575,7.239519978107912,-5.599372754971926,-4.745324157664305,-5.8881238546251105,8.807,3487.12528935,-0.120312455908,0.380204667193
0.360774,8.215816730873401,-5.76922690860141,-4.914317927685278,-6.081027714741319,8.853,3537.56724907,-0.0600106193855,0.318963716703
0.374544,7.151274160707586,-5.49399825479566,-4.657436656509055,-5.789461140239369,8.857,3509.94090865,-0.0516533195803,0.394814624781
0.0192781,8.054273730924493,-2.5942832291119933,-1.93252688903932,-2.7304100268350218,11.819,4267.91174248,0.140490222162,1.7810693388
0.305693,8.51245837282214,-5.598737172568585,-4.738232945304435,-5.851968005809586,9.104,3582.03481901,-0.306274720946,0.389563221187
0.0679316,3.025006398254882,-0.6295127870118425,-0.13819510895970555,-0.7065630878744219,11.765,5015.0937363,-0.478186938103,2.69899849106
-9999.99,10.554145456051792,-3.381423779117284,-2.6576968567642596,-3.5141153764015396,11.603,4167.62994469,-0.202992530778,1.50892275545
0.291007,3.0225489486813677,-3.522911596161213,-2.9116828826425483,-3.633873713867657,9.059,3679.4062901,0.146401053634,0.997555254975
-9999.99,5.321270544422398,-1.6070064032546856,-1.0800335810538746,-1.6860766995877512,11.944,4845.75843733,-0.747156898929,2.28596827389
0.44523,7.082640743156958,-5.676343020524819,-4.833095482890938,-5.9282060669465695,8.768,3598.29410529,-0.439817467775,0.2915506599
0.324972,2.3588995244860285,-3.7363462728972663,-3.1432244578454664,-3.839519214197814,8.349,3880.05930297,-1.18634005001,0.323911914312
0.250614,5.546520913315156,-4.37628223961849,-3.5747268013866633,-4.599717274238935,9.371,3720.06697666,0.24432365735,1.01247622936
0.355266,5.815568054948356,-5.568605680433151,-4.730485486661414,-5.860226711470507,8.318,3627.5133622,-0.0960577721571,0.399227227834
0.382806,nan,nan,nan,nan,9.116,3648.63531305,-1.23257857432,-0.0672823980387
0.178092,4.918683562181744,-1.823178503011281,-1.182810322870695,-1.9413364181241133,11.696,4223.46079096,-0.0336888572666,2.03666877396
0.256122,10.041550934217996,-5.6526473985917844,-4.811445925502412,-5.912125977468107,9.353,3674.94833453,-0.381605176558,0.343262998248
0.325891,4.510908802931692,-4.81012716642809,-4.000211721705042,-5.0612112352625624,8.536,3757.35181836,0.146330286475,0.771682908193
0.369036,7.315451288138311,-5.687049123455297,-4.839507780692068,-5.988241613962662,8.702,3494.68627598,-0.138101218301,0.3099041368
0.286416,8.363217652978797,-5.682840552452839,-4.847253997371622,-5.908282997290946,8.99,3746.29255195,-0.637374514943,0.327393755756
0.195534,6.45354855459833,-2.61791635706707,-1.945773158562891,-2.730526909535146,11.514,4338.29311691,-0.210274187221,1.85621254827
0.456246,nan,nan,nan,nan,8.358,3551.31791964,-1.20595147245,-0.309516986096
-9999.99,10.52566651957665,-5.7141527817453746,-4.866965217869547,-5.9802480316164734,9.131,3635.23700363,-0.366393424268,0.315376923154
-9999.99,7.004735604407376,-4.788630277159714,-3.9560783782357465,-5.004958736857041,9.222,3740.06602921,-0.0810735489674,0.838401673499
0.30753,4.013586754426816,-3.794250320320798,-3.204637474622475,-3.897193273852665,9.428,3702.61803704,-0.619997613948,0.447127188099
0.302022,8.19520518263917,-6.06966204826462,-5.205766171257712,-6.289821157178988,8.58,3744.32018871,-0.677752137195,0.242092509291
0.391986,1.599106340116983,-2.4333529147698134,-2.00419147692109,-2.5003727258306143,8.911,4012.27829575,-1.32592965669,0.613098609058
0.54621,6.331242649417976,-5.217565888803209,-4.359903123563176,-5.469654792440583,9.084,3607.93924074,-0.113221829896,0.639101786059
0.672894,1.6407083398366313,-3.061697974087652,-2.49464162633542,-3.159050928247527,8.589,3469.5203182,-0.14701933604,0.52587263348
0.915246,4.505671107709584,-4.716966383036824,-3.9070398565394977,-4.965043435696367,9.219,3697.17926552,0.186493297559,0.809753995703
0.30294,2.4255513998029956,-3.0529516644512373,-2.458423043981047,-3.157992410919029,9.069,3681.77548851,0.0961646141247,1.0082865652
0.290088,7.650182579509374,-5.084001619453732,-4.229879225716242,-5.320447000818555,9.388,3654.65793233,-0.130811978111,0.709673713295
0.403002,8.711751010655416,-5.877088999030614,-5.016502802740709,-6.122529272074405,8.981,3603.49771024,-0.545956783786,0.237173214841
0.428705,6.972242925545343,-5.025056400011032,-4.176197843815861,-5.279567551531366,9.366,3594.12852167,0.0193839330001,0.732673012863
-0.0064258,1.7189134574255565,-1.1546220175091668,-0.7239928951088076,-1.2262700585118644,9.95,5207.30211894,-1.30619397313,2.47591217613
-9999.99,9.276049755526008,-2.9166658297005417,-2.243343670852291,-3.037815347356937,11.799,4298.87296337,-0.117546627133,1.71017410801
0.108323,nan,nan,nan,nan,11.606,4408.82110243,0.459102261046,2.20817770408
-0.0624245,2.600315544309005,-1.1108858494767309,-0.6809656847400196,-1.1831302606946967,10.892,5208.46119373,-1.40660246341,2.49282761839
0.340578,nan,nan,nan,nan,9.155,4063.48067969,-1.5050887925,0.656991879176
0.271729,7.031001574857856,-5.088944576236077,-4.31359123039896,-5.293814976059933,9.213,3850.39088609,-0.691721924591,0.418318372496
-9999.99,4.498603132390136,-1.3994124758473763,-0.8052161839510025,-1.4963884065752355,11.769,4569.77940409,-0.0190206317225,2.3917753282
0.318545,6.5031662743091285,-5.186416404525177,-4.328712463486439,-5.43716929140791,8.947,3609.31574739,-0.102561334954,0.65770993348
0.51408,4.277923472004411,-4.6928085980158665,-4.092632090610739,-4.801245055942073,8.869,3456.49010785,-0.194752915192,0.344940575657
0.393822,nan,nan,nan,nan,8.516,3569.85829202,-0.716136618616,0.122713470111
0.0761943,3.2492211001536173,-0.9882982737617662,-0.38478380957303127,-1.0900906242065371,11.545,4516.86416929,0.178143446152,2.57248908114
0.291924,3.818343053167783,-3.7650428821720365,-3.1561512637321028,-3.8742987216565647,9.327,3681.68410723,-0.116912282011,0.803479351941
-9999.99,8.668942327012184,-2.901731352804702,-2.247319979790226,-3.002830568371475,11.687,4424.63313319,-0.480121389238,1.72367433601
0.54621,7.542148324275619,-5.310919019129865,-4.481458194464788,-5.523685345055659,9.41,3733.16009415,-0.473497070087,0.489732624456
-0.0201961,7.677281640883531,-2.5294209858652748,-1.8552617526923094,-2.6440373649060684,11.782,4325.13661039,-0.156706408902,1.89616490064
-9999.99,4.346398653554567,-4.110067514206351,-3.522014955260013,-4.212647787440681,8.978,3595.28254447,-0.422155302325,0.403942870482
0.0431461,4.240833499082716,-1.2102446656295152,-0.6615722001117774,-1.2904022089985088,11.89,4783.63130683,-0.485342418474,2.46029820433
-9999.99,7.199706627579359,-2.581413818371308,-1.9350117938444034,-2.6835740011707645,11.603,4436.3764629,-0.32541271354,1.86618910231
